size_1,size_2,size_3,size_4,flow_ratio_avg,flow_ratio_var,min_ratio_avg,min_ratio_var
1,6,10,4,0.7255154681181251,0.07711103265609232,0.6973299045000001,0.08215825044481952
1,6,10,6,0.7327658840855942,0.0767971135656695,0.7146052529999999,0.07693817456916145
1,6,10,8,0.73819100248725,0.09537860600078119,0.6831653385,0.09444717214065286
1,6,10,10,0.744629916947755,0.07788432190154353,0.6512196735,0.1051427958516412
1,8,2,2,0.6908294646275002,0.10866275928536927,0.6116998933000002,0.1737956275988385
1,8,2,4,0.73683881566,0.07274962600930264,0.5394734189999999,0.14139172654692445
1,8,2,6,0.7170554806633332,0.06695435760191938,0.5421760585000001,0.1834682001645742
1,8,2,8,0.679503424739375,0.06707514477578444,0.42993341835,0.16456083083517856
1,8,2,10,0.7036170409695,0.07814098477472697,0.3954293615000001,0.15109511233912695
1,8,4,2,0.72865817437525,0.0675343577800261,0.7229871269999999,0.0695851344570411
1,8,4,4,0.7245502928275,0.07088913870995885,0.6640689280000001,0.10376001203423008
1,8,4,6,0.7407118283475,0.06787271479915878,0.6306459,0.10151553042765116
1,8,4,8,0.7205541451433751,0.08844806257090021,0.5569620695,0.10657636384728122
1,8,4,10,0.75581456576575,0.055300140057319834,0.5443953149999999,0.1639545202628178
1,8,6,2,0.729405255315,0.06448838216443277,0.7056579989999998,0.06495125542683265
1,8,6,4,0.72176480130725,0.0789624122952951,0.6960650765,0.09126048139205684
1,8,6,6,0.7383384236760834,0.06792234379449948,0.673033292,0.06879812259497688
1,8,6,8,0.7466267664118125,0.06901719157150223,0.6484426724999999,0.11687349242348331
1,8,6,10,0.7549976369166885,0.06492448735225427,0.5951973085,0.11755715624658004
1,8,8,2,0.7203488602652499,0.04638310604070123,0.7112113375000001,0.051921250828628446
1,8,8,4,0.7330612380643751,0.045140037342063705,0.7263760925,0.04906913534399806
1,8,8,6,0.7271526028994999,0.07788672703003578,0.6994954290000001,0.0719427485733134
1,8,8,8,0.7530580897239999,0.057909832707956806,0.6851133245,0.08018855007152882
1,8,8,10,0.7476919513824,0.06421124979559868,0.6632874149999999,0.0710237958534946
1,8,10,2,0.72203696047625,0.0835224565845024,0.7147049309999999,0.07982635372914679
1,8,10,4,0.7382057372714999,0.06611392395366512,0.7184580245,0.06231539827147673
1,8,10,6,0.7684480643534165,0.07510524209521971,0.7351579685,0.06652485629493161
1,8,10,8,0.7613128668793749,0.06987037642816325,0.6970593974999999,0.08504965928908033
1,8,10,10,0.72759640725405,0.08449626626714456,0.6564634659999999,0.07546313151222413
1,10,2,2,0.689165422325,0.08673528199081282,0.6056309085,0.16865297730027465
1,10,2,4,0.7066614680499999,0.055078739254267144,0.535270187,0.17849870276415258
1,10,2,6,0.6913152068474999,0.07611939984190116,0.486170793,0.16150330179576364
1,10,2,8,0.725620328873125,0.07106093690350733,0.48681740300000004,0.16206090736631257
1,10,2,10,0.7129058069085501,0.04273216462322811,0.37722362835,0.1694232802552743
1,10,4,2,0.680900965885,0.04946980923911006,0.6474029275000001,0.07692296022558036
1,10,4,4,0.7439810608547499,0.0723210752938908,0.6474704265000002,0.11671654153493036
1,10,4,6,0.74725544240875,0.05368217573470139,0.639175926,0.08087855195574754
1,10,4,8,0.7480017905197499,0.05164589841566578,0.601427962,0.1095999309472063
1,10,4,10,0.7236918808696998,0.06845297777595816,0.5135291170000001,0.11601420776972746
1,10,6,2,0.69646055586,0.07705777551691462,0.691077455,0.07748838755455545
1,10,6,4,0.748896507935,0.0539106938507293,0.684811638,0.07959175795736188
1,10,6,6,0.7420927229970751,0.040139921100876226,0.6667814565,0.09999278419000585
1,10,6,8,0.733277777187625,0.07088680245972721,0.6514441735,0.1104105274331896
1,10,6,10,0.7324996424702049,0.0650951019278891,0.6273632360000001,0.07464255176831211
1,10,8,2,0.70767749428,0.07295014010852119,0.701134732,0.06869481393156457
1,10,8,4,0.7411354910140624,0.06210979838367885,0.6827003985,0.09690829362133874
1,10,8,6,0.75362886907425,0.061003253846462685,0.710031734,0.06861358903186886
1,10,8,8,0.7605940736896187,0.058201667216963605,0.6890498015,0.0649784569836203
1,10,8,10,0.7553647028682501,0.0586672625129961,0.7083452,0.06378944832303185
1,10,10,2,0.7162144707829999,0.057172364725043,0.7052776595,0.056441757999276525
1,10,10,4,0.7552313128847249,0.04094567370552945,0.736402539,0.05254299203373729
1,10,10,6,0.7420842094678333,0.04166001055199563,0.7227519505,0.045150956103006776
1,10,10,8,0.7387333549224749,0.06918831591604155,0.7077880475,0.05876863980882618
1,10,10,10,0.7758768267839403,0.08404164291530604,0.654837375,0.10114640559971512
